O.S;"
Status";Código;Descrição;Código;Descrição;Código;Descrição;"
Origem";"
Objeto";Código;Descrição;"
Modelo";Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;"Tempo de
Permanência(h)";Descrição da O.S
151972314;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;49581;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;07/11/2024 10:30;339;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  
151972316;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101471;John Deere 3522 2L Colhed;685;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;08/11/2024 15:00;367,5;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD 3522  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -
151972318;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;12/11/2024 16:30;465;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  
151972321;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72120;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;13/11/2024 13:30;486;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  
151972322;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101505;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;31/10/2024 13:30;174;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151972323;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101526;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;31/10/2024 16:00;176,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151972324;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;19/11/2024 14:00;630,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151972326;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101496;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;18/11/2024 13:50;606,34;SETOR-HIDRÁULICA  -  MODELO-MOTOR DE RODA CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-OS. ENCERRADA -
151972329;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/10/2024 07:30;24/11/2024 07:30;05/12/2024 10:00;1.010,50;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO  DE RODA  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORM
151974492;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101505;John Deere CH670 2L Colhe;1191;11;Colhedora;;;28/10/2024 07:30;28/11/2024 07:30;25/11/2024 08:05;672,58;SETOR-HIDRÁULICA  -  MODELO-MOTOR DE RODA CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO 
151975487;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117587;John Deere CH570 1L Colhe;1219;11;Colhedora;;;30/10/2024 07:30;30/11/2024 17:30;25/11/2024 17:30;634;SETOR-TRANSMISSÃO  -  MODELO-REDUÇÃO FINAL (CUBO) JD - ACIONAMENTO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  - 
151977078;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;11/11/2024 11:30;244;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151977079;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101499;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;11/11/2024 14:30;247;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151977081;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101514;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;18/11/2024 16:50;417,33;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151977083;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;11/11/2024 13:30;246;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO TOPADEIRA  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151977087;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;20/01/2025 08:05;1.920,58;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-N
151977090;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:03;01/12/2024 07:30;13/02/2025 11:25;2.500,37;SETOR-HIDRÁULICA  -  MODELO-BOMBA EXTRATOR PRIMÁRIO CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151977173;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101505;John Deere CH670 2L Colhe;1191;11;Colhedora;;;01/11/2024 07:30;01/12/2024 07:30;23/01/2025 17:20;2.001,83;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO  DE RODA  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORM
151977992;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;163658;John Deere CH570 1L Colhe;1219;11;Colhedora;;;04/11/2024 07:30;04/12/2024 07:30;11/02/2025 17:20;2.385,83;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO FACÃO PICADOR CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-RESERVA BARRA  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151978870;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101565;Colhe Case 9900 Austoft;1567;11;Colhedora;;;02/11/2024 06:00;02/12/2024 17:00;06/11/2024 11:00;0;"SETOR-RODANTE   -  MODELO-ESTEIRA CASE  -  MANUTENÇÃO-GIRO  -  TIPO-DEVOLVER -  PRIORIDADE-NORMAL  -  MAPA-SIM -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  UNID-BARRA  -  COD-3010200  -  QTD-02**(Finalizada por CS320666)**
"
151980013;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101511;John Deere CH670 1LRevamp;1613;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;05/12/2024 10:00;650,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO  DE RODA  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORM
151980018;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117585;John Deere CH570 1L Colhe;1219;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;13/11/2024 11:30;124;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO EXTRATOR SECUNDÁRIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151980020;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101479;John Deere 3522 2L Colhed;685;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;04/12/2024 15:30;632;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO EXTRATOR SECUNDÁRIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151980021;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101530;John Deere CH670 2L Colhe;1191;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;12/11/2024 17:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151980022;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;10/02/2025 09:30;2.258,00;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO BOJO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO
151980023;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;12/12/2024 17:30;826;SETOR-HIDRÁULICA  -  MODELO-MOTOR EXTRATOR PRIMÁRIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇ
151980048;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;12/12/2024 13:30;822;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO CORTE DE BASE  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151980049;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101505;John Deere CH670 2L Colhe;1191;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;12/12/2024 15:30;824;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO CORTE DE BASE  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151980072;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117587;John Deere CH570 1L Colhe;1219;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;05/02/2025 15:20;2.143,83;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO FACÃO PICADOR  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151980074;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;08/11/2024 07:30;08/12/2024 07:30;20/01/2025 08:05;1.752,58;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151980996;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72121;John Deere CH670 2L Colhe;1191;11;Colhedora;;;11/11/2024 06:00;11/12/2024 17:00;22/11/2024 14:00;272;"SETOR-RODANTE   - MODELO-ESTEIRA JD- MANUTENÇÃO-COLAR NOVO- TIPO-DEVOLVER - PRIORIDADE-NORMAL - MAPA-SIM- STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-DIAMANTE-  COD-3008924 -  QTD-02**(Finalizada por CS320666)**
"
151981007;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;360917;John Deere CH570 1L Colhe;1219;11;Colhedora;;;11/11/2024 06:00;11/12/2024 17:00;21/11/2024 11:00;245;"SETOR-RODANTE   - MODELO-ESTEIRA JD- MANUTENÇÃO-COLAR NOVO- TIPO-DEVOLVER - PRIORIDADE-NORMAL - MAPA-SIM- STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-BARRA-  COD-3008924 -  QTD-02**(Finalizada por CS320666)**
"
151981008;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;11/11/2024 06:00;11/12/2024 17:00;21/11/2024 11:00;245;"SETOR-RODANTE   - MODELO-ESTEIRA JD- MANUTENÇÃO-COLAR NOVO- TIPO-DEVOLVER - PRIORIDADE-NORMAL - MAPA-SIM- STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-BARRA-  COD-3008924 -  QTD-02**(Finalizada por CS320666)**
"
151981899;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;12/11/2024 06:00;12/12/2024 17:00;18/11/2024 08:00;0;"SETOR-RODANTE  -  MOTIVO-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-BARRA  -  COD-3003296  -  QTD-02**(Finalizada por CS320666)**
"
151982052;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101502;John Deere CH670 2L Colhe;1191;11;Colhedora;;;13/11/2024 06:00;13/12/2024 17:00;18/11/2024 08:00;0;"SETOR-RODANTE  -  MOTIVO-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-BARRA -  COD-3003296  -  QTD-02**(Finalizada por CS320666)**
"
151982058;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;4465201;John Deere CH570 1L Colhe;1219;11;Colhedora;;;13/11/2024 06:00;13/12/2024 17:00;18/11/2024 08:00;0;"SETOR-RODANTE  -  MOTIVO-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-DIAMANTE -  COD-3003296  -  QTD-02**(Finalizada por CS320666)**
"
151982728;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101502;John Deere CH670 2L Colhe;1191;11;Colhedora;;;11/11/2024 06:00;11/12/2024 17:00;14/11/2024 16:00;0;"SETOR-RODANTE   -  MODELO-ESTEIRA CASE  -  MANUTENÇÃO-GIRO  -  TIPO-DEVOLVER -  PRIORIDADE-NORMAL  -  MAPA-SIM -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  UNID-BARRA  -  COD-3010200 -  QTD-02**(Finalizada por CS320666)**
"
151983100;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;81506;John Deere CH570 1L Colhe;1219;11;Colhedora;;;14/11/2024 07:30;14/12/2024 17:30;19/11/2024 15:00;127,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO  DE RODA  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-CONDENADO 
151983147;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;14/11/2024 07:30;14/12/2024 17:30;31/03/2025 08:05;3.288,58;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151983166;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;81506;John Deere CH570 1L Colhe;1219;11;Colhedora;;;14/11/2024 07:30;14/12/2024 17:30;06/01/2025 08:05;1.272,58;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
