O.S;"
Status";Código;Descrição;Código;Descrição;Código;Descrição;"
Origem";"
Objeto";Código;Descrição;"
Modelo";Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;"Tempo de
Permanência(h)";Descrição da O.S
151845844;Encerrada;20;Cent Recup Raízen CRR;53;CT RECUP PREV -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101471;John Deere 3522 2L Colhed;685;11;Colhedora;;;13/04/2024 06:00;13/05/2024 16:00;01/06/2024 12:00;1.182,00;"SETOR-CALDERARIA  -  MODELO-RODA MOTRIZ JD  -  MANUTENÇÃO-CORTAR/SOLDAR  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-N/A  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3007163 -  QTD-02
**(Finalizada por CS1"
151845845;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101479;John Deere 3522 2L Colhed;685;11;Colhedora;;;13/04/2024 06:00;13/05/2024 16:00;18/06/2024 13:30;1.591,50;SETOR-CALDERARIA  -  MODELO-RODA MOTRIZ JD  -  MANUTENÇÃO-CORTAR/SOLDAR  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-N/A  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3007163 -  QTD-02**(Finalizada por CS11
151846992;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101498;John Deere CH670 1LRevamp;1613;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;17/04/2024 16:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  
151846993;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117548;John Deere 3520 Colhedora;675;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;18/04/2024 16:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151846994;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101525;John Deere CH670 2L Colhe;1191;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;19/04/2024 16:00;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151846995;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101517;John Deere CH670 2L Colhe;1191;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;19/04/2024 11:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151846996;Cancelada;20;Cent Recup Raízen CRR;40;CT RECUP RAÍZEN;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101527;John Deere CH670 2L Colhe;1191;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;16/04/2024 08:00;24,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO  DE RODA  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  O
151846997;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101498;John Deere CH670 1LRevamp;1613;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;17/05/2024 11:30;772;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO CORTE DE BASE  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151846998;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101525;John Deere CH670 2L Colhe;1191;11;Colhedora;;;15/04/2024 07:30;15/05/2024 17:30;23/04/2024 15:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO CORTE DE BASE  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151847550;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101510;John Deere CH670 1LRevamp;1613;11;Colhedora;;;16/04/2024 07:30;16/05/2024 17:30;19/04/2024 11:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151847551;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117548;John Deere 3520 Colhedora;675;11;Colhedora;;;16/04/2024 07:30;16/05/2024 17:30;18/04/2024 17:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  
151848780;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117548;John Deere 3520 Colhedora;675;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;05/07/2024 16:00;1.856,50;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  - 
151848786;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;24/05/2024 16:00;848,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  - 
151848787;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;03/07/2024 16:00;1.808,50;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRÁULICA 5 CORPOS P350/315  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  - 
151848815;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101527;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;23/04/2024 17:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM
151848816;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101528;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;23/04/2024 15:00;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151848817;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101529;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 09:43;19/05/2024 17:30;25/04/2024 17:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR DE RODA CH 670  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151848819;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101526;John Deere CH670 2L Colhe;1191;11;Colhedora;;;19/04/2024 07:30;19/05/2024 17:30;10/06/2024 14:30;1.255,00;SETOR-TRANSMISSÃO  -  MODELO-REDUÇÃO FINAL (CUBO) JD - ACIONAMENTO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇ
151850527;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101485;John Deere 3522 2L Colhed;685;11;Colhedora;;;18/04/2024 06:00;18/05/2024 16:00;08/05/2024 07:20;481,33;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850528;Encerrada;20;Cent Recup Raízen CRR;53;CT RECUP PREV -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101486;John Deere 3522 2L Colhed;685;11;Colhedora;;;18/04/2024 06:00;18/05/2024 16:00;10/05/2024 14:50;536,83;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850529;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101490;John Deere 3522 2L Colhed;685;11;Colhedora;;;18/04/2024 06:00;18/05/2024 16:00;13/05/2024 09:20;603,33;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850530;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101490;John Deere 3522 2L Colhed;685;11;Colhedora;;;18/04/2024 06:00;18/05/2024 16:00;13/05/2024 11:20;605,33;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850531;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101498;John Deere CH670 1LRevamp;1613;11;Colhedora;;;18/04/2024 06:00;18/05/2024 16:00;17/05/2024 10:20;700,33;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850536;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101499;John Deere CH670 2L Colhe;1191;11;Colhedora;;;22/04/2024 06:00;22/05/2024 16:00;07/05/2024 00:00;354;SETOR-RODANTE  -  MODELO-RODA GUIA JD -  MANUTENÇÃO-DESMONTAR/SOLDAR/USINAR/MONTAR  -  TIPO-RESERVA CRR  -  PRIORIDADE-NORMAL  -  MAPA-SIM  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A  -  UNID-BARRA  -  COD-3006324 -  QTD
151850608;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117548;John Deere 3520 Colhedora;675;11;Colhedora;;;22/04/2024 09:30;22/05/2024 07:30;24/04/2024 17:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  
151850610;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101525;John Deere CH670 2L Colhe;1191;11;Colhedora;;;22/04/2024 09:31;22/05/2024 07:30;24/04/2024 14:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-VAZAMENTO NO RETENTOR  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  
151850987;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101479;John Deere 3522 2L Colhed;685;11;Colhedora;;;23/04/2024 07:30;23/05/2024 07:30;26/04/2024 10:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151850990;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101481;John Deere 3522 2L Colhed;685;11;Colhedora;;;23/04/2024 07:30;23/05/2024 07:30;26/04/2024 09:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151851264;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101497;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/04/2024 07:30;23/05/2024 07:30;26/04/2024 11:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151851265;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101498;John Deere CH670 1LRevamp;1613;11;Colhedora;;;23/04/2024 07:30;23/05/2024 07:30;26/04/2024 13:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151851690;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101499;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/04/2024 07:30;24/05/2024 07:30;02/05/2024 08:05;192,58;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151851691;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101528;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/04/2024 07:30;24/05/2024 07:30;02/05/2024 08:05;192,58;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151852389;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101499;John Deere CH670 2L Colhe;1191;11;Colhedora;;;25/04/2024 07:30;25/04/2024 07:30;21/05/2024 08:05;624,58;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151852771;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;26/04/2024 07:29;26/05/2024 07:30;04/05/2024 10:30;195;SETOR-INJETOR  -  MODELO-BICOS INJETORES JD CH670  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151852780;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;26/04/2024 07:30;26/05/2024 07:30;02/05/2024 08:05;144,58;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD CH670  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORM
151852790;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101555;Colhe Case 9900 Austoft;1567;11;Colhedora;;;26/04/2024 08:27;26/05/2024 07:30;09/05/2024 17:30;321,05;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151852791;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;4465162;John Deere CH570 1L Colhe;1219;11;Colhedora;;;26/04/2024 08:29;26/05/2024 07:30;09/05/2024 16:30;320;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151852792;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101530;John Deere CH670 2L Colhe;1191;11;Colhedora;;;26/04/2024 08:30;26/05/2024 07:30;04/05/2024 11:00;194,49;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  
151852794;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101517;John Deere CH670 2L Colhe;1191;11;Colhedora;;;26/04/2024 08:31;26/05/2024 07:30;02/05/2024 07:05;142,55;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151852796;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;26/04/2024 08:32;26/05/2024 07:30;04/05/2024 14:00;197,46;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
