O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165511008;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98376;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;27/06/2025 06:00;27/06/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada sistema de motor. Colocar presilhas do filtro de ar e realizar pequeno reparo na tampa do purificador de ar. 8140020_6 6012285_1
"
165511229;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 07:00;;0;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar corrediças  2,3,4 e 7 furos,estão gastas.       8154147_2  8154129_2  8154149_2  8154150_2    6008969_40  6001466_40     6011731_40        f-262Material disponível na sala de aprovisionamento  MATERAIL RETIRADO PARA PROGRAMAÇÃO  
"
165511230;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_P_MEC -1,00_1 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  
"
165511231;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101520;John Deere CH670 1LRevamp;1613;11;Colhedora;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SG_P_MEC_4,00_2,00 - Inspeção realizada no sistema do elevador. Trocar todas as corrediças do elevador. estão gastas. 8154147_2,8154129_2,8154149_2,8154148_2, 8154150_2, 8154159_2, 6008969_60, 6011731_60, 6001466_60.
"
165511233;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no implemento, trocar bomba hidráulica abaixo do tanque, está com vazamento crítico 8183373_1
"
165511234;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos e molas LD do 2° eixo dianteiro, estão com fadigas 8155513_2; 8118288_3

"
165511237;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"M_SS_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar terminal 90° LE do 1° eixo, está com folga 8177862_1
"
165511238;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_FR_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar válvula 4 vias e silenciador, está com vazamento 8184341_1; 8143849_1
"
165511241;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 208

"
165511242;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_S_MEC_1_1,,30 -  Inspeção realizadana estrutura, colocar kit multspuma, está sem. NECESSÁRIO SOLICITAR O SREVIÇO COM O PRESTADOR. PLANEJAMENTO, DIRECIONAR AOS GESTORES RESPONSÁVEIS
"
165511244;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos e molas LE e suporte do jumelo do 2° eixo dianteiro, estão com fadigas  8118288_3; 8174985_1
"
165511252;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_0,15_1 - Inspeção realizada na parte eletrica, colocar trava da chave geral, está faltando o bloqueio .8174203_1 frente 208
 Material disponível na sala de AprovisionamentoMATERIAL ENTREGUE  KELLER 
"
165511266;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;2.035,93;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema de motor. Trocar tensor da correia do compressor pneumático, está com folga      8138304_1   Material disponível na sala de aprovisionamento 
"
165511270;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_TR_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar respiro no cubo LD, esta quebrado .8138133_1 FRENTE 261
"
165511275;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"B_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com mangueiras ressecadas 8139106_1(P5);  8139107_1(P5); 8155351_4 frente 261Material disponível na sala de aprovisionamento 
"
165511276;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de engate, trocar barra de tração, está com folga no furo do pino de tração, já foi utilizado os 2 furos 8138840_1
"
165511278;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 09:00;;0;"B_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de arrefecimento. Trocar radiador de agua, esta com um pequeno furo.   8136223_1                      f-262                                NECESSARIO CAMINHÃO MUNCK PARA REALIZAR O SERVIÇO!!!!
"
165511581;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_ELE_1_2,00 - Inspeção realizada na cabine, trocar alavanca seletora de velocidade, está com os botões danificados 8140423_1 NÃO PROGRAMAR. DIRECIONAR PARA O TÉCNICO DE CAMPO RAFAEL DOMINGUES (PODRE)
"
165511584;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100815;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar purificador de ar e mangueira da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada 8150436_1; 8174443_2; 8162187_2; 8129943_1; 8165112_1 

"
165511588;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101514;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 07:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de picador; Trocar junta da tampa do picador, esta vazando.   8134147_1      F-262
"
165511612;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 07:00;;1.482,70;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador. Trocar todas as corrediças,estão gastas.       8154147_2  8154129_2  8154149_2 8154148_2  8154159_2 8154150_2    6008969_64  6001466_64     6011731_64          f-262
"
165511633;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72122;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 07:00;;0;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de estrutura. Retirar parafusos da viga L/E da plataforma da carcaça do filtro de ar, estão quebrados.              8070601_3   8055155_3Material disponível na sala de aprovisionamento 
"
165511646;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 08:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de estrutura. Retirar e instalar parafuso da viga do motor L/E, esta quebrado.  8071120_2  8051286_2                    f-262
"
165511652;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72122;John Deere CH670 2L Colhe;1191;11;Colhedora;;;30/06/2025 06:00;30/06/2025 07:00;;0;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão. Trocar abraçadeira pequena da mangueira de baixo que vai no purificador de ar, esta irregular.   8110145_1       f-262 ( MATERIAL ULTIZADO DE OS ENCERRADA ASSIM QUE  CHEGAR A QUE FOI  SOLICITADA PASSAR PARA OUTRA OS )  Material disponível na sala de Aprovisionamento 
"
165511663;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100819;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na estrutura, colocar varão de acionamento da trava do capô, está sem. 8162699_1(P5); 8138354_1(P5) 8137625_1(P5)  8137623_1(P5) 8137630_1(P5) 8137609_1(P5) 8137624_1(P5) 
"
165511669;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100760;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de motor diesel, trocar mangueiras de combustível entrada/saída do 1° filtro (caneca de vidro), estão com as travas quebradas  8138764_1; 8138750_1  frente 261  

"
165511672;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100765;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com mangueiras ressecadas 8139106_1;  8139107_1; 8155351_4 frente 261
"
165511675;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100800;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de motor diesel, trocar mangueiras de combustível entrada/saída do 1° filtro (caneca de vidro), estão com as travas quebradas  8138764_1; 8138750_1  frente 261

"
165511676;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100800;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com vazamento 8139106_1;  8139107_1; 8155351_4 (P5)frente 261
"
165511677;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100800;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor da carcaça do semi eixo LD, está com vazamento. 8039176_1; 8118060_1; 6031339_1; 8139397_1 8125620_1. 8072952_1 NECESSÁRIO CALÇAR O EIXO E RETIRAR O PNEU DIANTEIRO, REMOVER O SEMI EIXO DE DENTRO DA CARCAÇA. frente 261
"
165511686;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100765;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  frente 201    SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 201
"
165511688;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100800;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_VZ_P_MEC_1_1,00 - Inspeção realizada no sistema hidráulico, trocar mangueira do comando, está com vazamento na prensa 8146913_1
"
165511705;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;14803015;Transbordo TMA VTX 14000;1355;33;Transbordo;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de engate, trocar corretente de seguerança, está com linga irregular. 8138558_1; 6010497_2; 6011728_2 TRANSBORDO ENGATADO NA FROTA 100815 frente 201
"
165511707;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1(P5); 8156732_1(P5); 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1 (P5) SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 208
"
165511753;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;2.135,95;"A_VZ_P_MEC_1_1,00 - Inspeção realizada no sistema hidráulico, trocar respiro da tanque hidráulico do implemento, está com vazamento 8187831_1
"
165512239;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72202;John Deere 8270R 4X4;784;3;Trator de Pneu;;;01/07/2025 14:40;01/07/2025 15:00;;0;"A_OT_P_MEC_4,00_1- Montar  sistema do motor ( Trocar sapatas do varicool e correia).  8154303_3(P5); 8153952_1(P5); 8149855_4; 8149856_4.(P5) Material disponível na sala de Aprovisionamento  RETIRADO CLAUDEMAR BISPO 


"
165512241;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72200;John Deere 8270R 4X4;784;3;Trator de Pneu;;;01/07/2025 14:50;01/07/2025 15:00;;0;"A_OT_P_MEC_4,00_1- Montar  sistema do motor ( Trocar sapatas do varicool e correia).  8154303_3; 8153952_1; 8149855_4; 8149856_4.
"
165512244;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;;;01/07/2025 15:02;01/07/2025 15:30;;0;"A_OT_P_MEC_0,50_1- Inspeção realizada no sistema da transmissão. Trocar bujão do cubo L/E e L/D. 8137165_2; 8079974_2; 8145193_2; 8145162_2.
"
165512336;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100763;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/07/2025 06:00;02/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE
"
165512720;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;11801301;M.Benz Axor 3344 6x4 CAV;537;1;Caminhão;;;02/07/2025 06:00;02/07/2025 17:00;;0;"A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar vareta de nivel de oleo do carter  8119336_01 
"
165512868;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100770;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/07/2025 06:00;02/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE
"
165512875;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100775;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/07/2025 06:00;02/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE
"
165512877;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;4465162;John Deere CH570 1L Colhe;1219;11;Colhedora;;;02/07/2025 06:00;02/07/2025 08:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de elevador; Trocar corrediças inferiores 4 furos L/E e L/D,estão gastas.      8154149_2    6008969_10   6011731_10  6001466_10        f-202

"
165512879;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100792;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/07/2025 06:00;02/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE
"
165512881;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100772;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/07/2025 06:00;02/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE
"
165512886;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;4465162;John Deere CH570 1L Colhe;1219;11;Colhedora;;;02/07/2025 06:00;02/07/2025 08:00;;0;"A_SS_P_MEC_1,0_1,00 - Inspeção realizada no sistema de cabine. Trocar retrovisor completo L/D, esta danificado.    8131415_1     f-202
"
165513047;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72123;John Deere CH670 2L Colhe;1191;11;Colhedora;;;03/07/2025 06:00;03/07/2025 07:00;;0;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador; Trocar corrediças inferiores 4 e 7 furos L/E e L/D,estão gastas.      8154150_2  8154149_2    6008969_24   6011731_24  6001466_24           F-202

"
165513049;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;4465162;John Deere CH570 1L Colhe;1219;11;Colhedora;;;03/07/2025 06:00;03/07/2025 08:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão. Trocar abraçadeira do top spin, esta danificada.  8092509_2      f-202
"
165513052;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102188;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;03/07/2025 06:00;03/07/2025 06:01;;0;"A_SS_P_MEC_1_0,30 - Inspeção realizada no sistema de engate, trocar manilha de segurança, está sem a porca 6045448_1 IMPLEMENTO ENGATADO NO TRATOR 501007 frente 201  
"
165513057;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101509;John Deere CH670 1LRevamp;1613;11;Colhedora;;;03/07/2025 06:00;03/07/2025 07:00;;0;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão. Instalar proteção do tubo da admissão,esta faltando e gerando atrito.   8137648_1                        f-202
"
165513348;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96682;Volkswagen 26-280 CRM 6x4;832;1;Caminhão;;;03/07/2025 06:00;03/07/2025 17:00;;306,97;"A_SS_P_MEC_1,00_1 - Inspeção realizada na cabine - trocar trava traseira da cabine L/D, 8111310_01 Material disponível na sala de Aprovisionamento RETIRADO KELLER 
"
165513662;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100760;Case Puma 230 4x4;1232;3;Trator de Pneu;;;03/07/2025 06:00;03/07/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar purificador de ar e mangueira da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada 8150436_1; 8174443_2; 8162187_2; 8129943_1; 8165112_1   frente 261
"
165513737;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102184;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;03/07/2025 06:00;03/07/2025 06:01;;0;"A_SS_P_MEC_1_0,30 - Inspeção realizada no sistema de engate, trocar manilha de segurança, está sem a porca 6045448_1 REBOQUE EMGATADO NO TRATOR 100811 frente 207 (MATERIAL  ULTILIZADO DE O.S  ENCERRADA  Material disponível na sala de Aprovisionamento 
"
165513980;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100790;Case Puma 230 4x4;1232;3;Trator de Pneu;;;04/07/2025 06:00;04/07/2025 06:01;;0;"A_SS_P_MEC_1_2,00 - Inspeção realizada no sistema de tração, trocar pino bola, está com folga. Já foi realizado o reaperto mas a rosca está danificada, impossibilitando o reaperto.8138878_1; 8138876_1 NECESSÁRIO USAR CONJUNTO DE OXICORTE PARA REMOVER O PINO. MUDAR A FURAÇÃO DA BARRA DE TRAÇÃO LEVAR SOQUETE 80MM  PARA APLICAR TORQUE

"
165513983;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102193;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;04/07/2025 06:00;04/07/2025 06:01;;2.135,45;"A_SS_P_MEC_1_0,30 - Inspeção realizada no sistema de engate, trocar manilha de segurança, está sem a porca 6045448_1 IMPLEMENTO ENGATADO NO TRATOR 102163 frente 202

"
165513989;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;04/07/2025 07:05;04/07/2025 07:30;;0;"A_OT_P_MEC_1,00_1- Inspeção realizada no sistema hidráulico. Trocar kit do sistema VCR.8130009_1;  8114311_1;  8139711_1
"
165514635;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96682;Volkswagen 26-280 CRM 6x4;832;1;Caminhão;;;04/07/2025 06:00;04/07/2025 17:00;;0;"M_MT_P_MEC_1,00_2 - Inspeção realizada no motor diesel - trocar correia da polia do ventilador do motor, esta danificada 8015211_01  MODELO CORREIA 8PK1290
"
