O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165558628;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_VZ_P_MEC_2,00_1,00 - Inspeção realizada no sitema da suspensão. Trocar o cilindro da suspensão L/E, Está vazando. 3006060_1
"
165558630;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72122;John Deere CH670 2L Colhe;1191;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;330,3;"A_VZ_P_MEC_2,00_1,00 - Inspeção realizada no sitema da suspensão. Trocar o cilindro da suspensão L/D, Está vazando. 3006060_1

"
165558637;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72122;John Deere CH670 2L Colhe;1191;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_OT_P_MEC_3,00_2,00 - Inspeção realizada no sistema do rolos tranportadores. Trocar os batedores de borracha L/E e LD. Estão com desgaste. 8041880_10 Material disponível na sala de Aprovisionamento

"
165558639;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;353,37;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de elevador. Trocar esteira do elevador, ja esta no limite de troca.                                        (ja encurtada 3 vezes)              3006057_1     
"
165558640;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_MT_P_MEC_0,30_1 - Inspeção realizada no motor diesel - Trocar tampa do purificador do filtro de ar externo do motor, a atual esta danificada 8152507_01 		
"
165558641;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101520;John Deere CH670 1LRevamp;1613;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_VZ_P_MEC_2,00_1,00 - Inspeção realizada no sitema da suspensão. Trocar o cilindro da suspensão L/D, Está vazando. 3006060_1

"
165558642;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_SS_P_MEC_1,00_2 - Inspeção realizada no eixo dianteiro - Trocar pino inferior do articulador L/D, esta com pino quebrado na extermidade   8141314_01   8153635_01 8158816_01  NECESSARIO CAMINHAO MUNCK  OU CAVALETE EM LOCAL SEGURO	
"
165558644;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101520;John Deere CH670 1LRevamp;1613;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_OT_P_MEC_3,00_2,00 - Inspeção realizada no sistema do rolos tranportadores. Trocar os batedores de borracha L/E e LD. Estão com desgaste. 8041880_10
"
165558651;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101520;John Deere CH670 1LRevamp;1613;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de escapamento. Trocar manta do escapamento, esta danificada.  8080163_1
"
165558652;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_OT_P_MEC_3,00_2,00 - Inspeção realizada no sistema do rolos tranportadores. Trocar os batedores de borracha L/E e LD. Estão com desgaste. 8041880_10
"
165558653;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"M_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - troca helice do motor, esta com pas quebrada 8184831_01
"
165558660;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100721;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_OT_P_MEC_1,00_1 - Inspeção realizada no capô - Trocar trava do capô, não esta travando se necessario encher o batente com solda aonde vai a trava 8108278_01
"
165558758;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;25/09/2025 06:00;25/09/2025 10:00;;0;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de mesa do elevador. Realizar serviço de solda na mesa do elevador, esta com trincos.
"
165558763;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"""A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1  
"
165558764;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_OT_P_MEC_2_4,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 1° eixo dianteiro LD e LE  , estão com fadigas  8118288_6;  
"
165558765;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD , estão com fadigas 8155513_4; 8118288_6;  8155449_4; 8155450_4    
"
165558768;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora L/E, esta faltando.      8185854_1     
"
165558769;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100746;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_SS_P_MEC_1,00_1 - Inspeção realizada no capo - instalar painel da grade do capo L/E , esta sem item faz parte de proteção moveis 8130026_01 
"
165558770;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_SS_P_MEC_1,_1,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D .Está quebrado.    8158854_2.     
"
165558837;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_SS_P_MEC_2_4,00 - Inspeção realizada no 1° eixo dianteiro, trocar 3° mola LD, está quebrada 8186758_1; 8128986_2(P5); 8118288_3(P5); 8129020_4   NECESSÁRIO CALÇAR O EIXO 
"
165558838;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;23531;MF 290 4X4RM Carregadeira;814;6;Carregadora;;;25/09/2025 06:00;25/09/2025 17:00;;0;"M_OT_P_MEC_2,00_2 - Inspeção realizada na cabine - Trocar os coxim da estrutura de apoio da cabine, esta danificado e cabine esta batendo 8095764_04 8095744_04  8183332_04 8183289_04 8183331_08 
"
165558840;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100806;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada na transmissão, corrigir vazamento na tampa da tomada de força, está com vazamento, NECESSÁRIO DRENAR O FLUÍDO DA TRANSMISSÃO E REMOVER A TAMPA DA TOMADA DE FORÇA 6031339_1; 8141329_01, 8118397_01, 4115423_01 
"
165558842;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100806;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"M_MT_P_MEC_1_0,30_1 - Inspeção realizado no motor diesel. Tensor da correia do motor esta danificado. Trocar tensor da correia do motor.  8129892_1. Material disponível na sala de Aprovisionamento
"
165558843;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100806;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_SS_P_MEC_1_0,30- Inspeção realizada no eixo dianteiro, colocar parafuso allen do prolongador LE, está faltando  8160557_1(P5); 8160539_1  
"
165558845;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_TR_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, colocar respiro no cubo LD, esta quebrado .8138133_1 (MATERIAL UTILIZADO DE OS ENCERRADA)  Material disponível na sala de Aprovisionamento 
"
165558846;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_0,30 - Inspeção realizada no tanque diesel - Instalar  respiro do tanque diesel, esta danificado o respiro 8141532_01  
"
165558847;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100782;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"M_MT_P_MEC_1_0,30_1 - Inspeção realizado no motor diesel. Tensor da correia do motor e do compressor pneumático, está com folga . Trocar tensor da correia do motor.  8129892_1; 8138304_01  
"
165558848;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100782;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_0,10_1  - Inspeção realizada no sistema de motor diesel . Trocar vareta do nivel de oleo do motor. esta vazando/ sem ação na vedação.            8129891_1  
"
165558849;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100782;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   
"
165558856;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100782;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com vazamento 8139106_1;  8139107_1; 8155351_4 
"
165558919;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100782;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  
"
165558920;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100820;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1  
"
165558940;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100781;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no motor diesel, trocar anés de vedação da bomba de alta pressão de combustível, está com vazamento de lubrificante 8138739_2; 8138730_1; 8157620_1 NECESSÁRIO REMOVER A BOMBA DO ALOJAMENTO  
"
165558942;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;14802364;John Deere 7230 J 4x4;1298;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema freio pneumatico - instalar valvula de dreno no reservatorio de ar comprimido , esta sem a valvula de dreno e o tampão não deixa drenar a agua o reservatório de ar comprimido do sistema pneumatico 8140973  ESVAZIAR O RESERVATORIO ANTES DE TROCAR O DRENO 
"
165558943;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100781;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_0,30 - Inspeção realizada no motor - trocar tensor de correia do compressor de ar pneumático, o atual está com folga 8138304_01 
"
165558944;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100765;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:02;25/09/2025 06:30;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8140288_2; 8119302_1   
"
165558945;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100819;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_VZ_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar o compressor pneumático, está com vazamento 3011133_1    
"
165558970;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100795;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"M_TR_P_MEC_1_1,00 - Inspeção realizada no sistema de transmissão, trocar anéis da tubulação de óleo da transmissão para o trocador de calor na parte frontal, anéis fica na coneção lado direito do motor  ; 8155351_4
"
165558971;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;11802274;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_OT_S_ELE_2,00_1 - Inspeção realizada no sistema eletrico - Revisar sensor do assento do operador, esta apresentando codigo de erro NECESSARIO ELETRICISTA 
"
165558972;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100792;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com mangueiras ressecadas 8139106_1;  8139107_1; 8155351_4
"
165558973;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100792;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_2_1,00 - Inspeção realizada no motor diesel, trocar colete da hélice do radiador, está quebrada 8140364_1 
"
165558998;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100775;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor grande cubo LE, está com vazamento, Conferir folga no rolamento e verificar trincas no articulador na região do rolamento. Reapertar parafusos do prolongador LD  6031339_1; 8118060_1; 8072952_1;8035182_1  NECESSÁRIO REMOVER O PNEU DIANTEIRO E CALÇAR O EIXO COM CAVALETE.  LEVAR SOQUETE 90MM E TORQUIMETRO PARA APERTAR A PORCA DO CUBO APLICAR TORQUE 500-545N.M  
"
165559020;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100809;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"B_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor da carcaça do semi eixo LE, está com vazamento. 8039176_1; 8118060_1; 6031339_1; 8139397_1 8125620_1. frente 261 NECESSÁRIO CALÇAR O EIXO E RETIRAR O PNEU DIANTEIRO, REMOVER O SEMI EIXO DE DENTRO DA CARCAÇA.  
"
165559021;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100775;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar purificador de ar, está quebrado e borracha de vedação da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada 8150436_1; 8174443_2; 8162187_2; 8129943_1; 8165112_1   
"
165559049;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;11802274;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_FR_S_MEC_2,00_1 - Inspeção realizada no sistema de freio - Regular ajuste do freio de mão, trator não esta freio corretamente REPORTAR QUALQUER NECESSIDADE DE TROCA DAS PASTILHAS DE FREIO APOS A REGULAGEM 
"
165559050;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100792;Case Puma 230 4x4;1232;3;Trator de Pneu;;;25/09/2025 20:06;25/09/2025 21:00;;0;"A_MT_P_MEC_1,_030 - Inspeção realizada no tanque diesel - Instalar mangueira e respiro do tanque diesel, esta danificado o respiro 8141532_01  8150161_01; 8179255_2 
"
165559072;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93173;John Deere 7230 J 4x4;1298;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_MT_P_MEC_0,30_1 - Inspeção realizada no motor diesel - trocar junta do tubo de saida de turbina aftercooler L/E, junta vai na ligação do tubo com a turbina 8133823_01 8133815_01
"
165559113;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;25/09/2025 06:00;25/09/2025 17:00;;0;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar carcaça do purificador de ar externo, esta quebrado 8150436_01  8162187_02 8129943_01  
"
165559494;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71889;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 17:00;;0;"M_OT_P_MEC_1,00_1 - Inspeção realizada no capô - Trocar trava do capô, não esta travando se necessario encher o batente com solda aonde vai a trava 8108278_01
"
165559495;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;11802274;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 17:00;;0;"A_SS_P_MEC_1,00_1 - Inspeção realizada na cabine - Trocar manipulo da janela traseira da cabine, quebrou e precisa travar para nao quebrar o vidro  8156004_01  8141448_04  8106743_04  8106748_02  8138570_01  8138571_01  8155159_01  8104695_01  8138603_01  8104686_01  8138572_01  8124894_02  8160555_01 
"
165559496;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100727;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 17:00;;0;"M_OT_P_MEC_1,00_1 - Inspeção realizada no capo - Trocar cilindro do capo dianteiro, esta sem ação 8123854_02
"
165559794;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100779;Case Puma 230 4x4;1232;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de engate, trocar suporte da  barra de tração, está com trinca,  8138902_1.    8138934_1.      8138935_1.      8138373_2   
"
165559795;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100779;Case Puma 230 4x4;1232;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 06:01;;0;"A_TR_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, colocar respiro no cubo LD, esta quebrado .8138133_1 
"
165559796;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;163513;Case Puma 230 4x4;1232;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 06:01;;0;" A_VZ_P_MEC_2,00_1 - Inspeção realizada no sistema arrefecimento - trocar o radiador de agua, esta vazando  3007055_01  CODIGO DO NOVO 8055006_01   
"
165559798;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;163513;Case Puma 230 4x4;1232;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 06:01;;0;"A_VZ_P_MEC_2,00_2,00 - Inspeção realizada no sistema de transmissão. Trocar reparo da carcaça do filtro de transmissão. Esta vazando. NECESSARIO ESGOTAR O OLEO DA TRANSMISSÃO.        8140307_2   8125593_1   frente 207 
"
165559799;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;163513;Case Puma 230 4x4;1232;3;Trator de Pneu;;;26/09/2025 06:00;26/09/2025 06:01;;0;"A_VZ_P_MEC_1,00_1,00 - Inspeção realizado no sistema hidraulico. Mangueira da direção está vazando na arruela de aluminio. Trocar arruela de vedação da mangueira da direção.   8133107_2.   
"
165560120;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;29/09/2025 06:00;29/09/2025 17:00;;0;"M_MT_P_MEC_1,00_1 - Inspeção realizada no sistema de motor. Trocar tensor do ar condicionado, esta começando danificar.      8138304_1 
"
165560121;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;29/09/2025 06:00;29/09/2025 17:00;;0;"M_TR_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - trocar retentor do eixo oscilante hidraulico, eixo superior de suporte do braço de levantamento da barra hidraulica e esta vazando 8118398_2
"
165560122;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93182;John Deere 7230 J 4x4;1298;3;Trator de Pneu;;;29/09/2025 06:00;29/09/2025 17:00;;0;"A_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro - instalar proteção do cardan 8110161_01 8110162_01  8146369_03
"
165560920;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96585;Volkswagen 32.360 6x4;1440;1;Caminhão;;;29/09/2025 13:53;29/09/2025 14:00;;0;"A_CAB_P_MEC_2,00_2- Inspeção realizada no sistema da cabine. Trocar bucha Bi-partida do suporte do coxim dianteiro.8141624_2.
"
165560928;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96585;Volkswagen 32.360 6x4;1440;1;Caminhão;;;29/09/2025 14:07;29/09/2025 14:10;;0;"A_DIR_P_MEC_2,00_1- Inspeção realizada no sistema da direção. Trocar bucha do mancal da barra estabilizadora.8080239_2.
"
165560939;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/09/2025 06:00;29/09/2025 06:01;;0;"A_OT_P_MEC_1_1,00 - Inspeção realizada no 2° eixo dianteiro, trocar barra de direção, está torta 8153949_1
"
165560942;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;29/09/2025 06:00;29/09/2025 06:01;;0;"A_OT_P_MEC_1_1,00 - Inspeção realizada no 1° eixo dianteiro, trocar terminal completo LD, está torto 8153948_1
"
