Descrição da ordem
"A_OT_P_1,00_1 - Inspeção realizada no sistema de barra estabilizadora, trocar placas de desgaste para proteção da carcaça, esta sem proteção.8139653_2 ; 8139629_2 ; 8066639_2 VB ; 8149806_2
""`
"
"B_OT_P_2,00_2 - Inspeção realizada no sistema de direção., trocar pino e rotulas dos cilindros de direção L/D e L/E, esta com folga . 8131458_2  8019770_2 8141370_2  6010584_4 8032784_2  8005198_4   8044744_2  8109733_4
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema do reservatório do diesel. Colocar o respiro do reservatório do diesel.8141532_1.Frente 201. Material disponível na sala de Aprovisionamento
"
"A_TR_P_1,00_1,00 - Inspeção realizada no sistema da transmissão. Colocar o respiro da transmissão. está sem.8129979_1. frente 201.  Material disponível na sala de Aprovisionamento
"
"A_OT_P_1,50_01 - Inspeção realizada sistema de chassi. Trocar 5º roda (foi para oficina regular não dá mais regulagem), e está com desgaste na base . 01_8177115

"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit spuma. Colocar o bico do registro. Está sem 8190649_1. Frente 203. MATERIlAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
"A_OT_P_3,00_2 - INspeção realizada no eixo dianteiro, trocar bucha do mancal do eixo dianteiro, está com folga NECESSARIO RECOLHER O EQUIPAMENTO E REMOVER O EIXO DIANTEIRO 8009443_2
"
"A_MT_P_1,00_1,00 - Inspeção realizada no sistema do motor, Trocar a carcaça do fltro do ar do motor.Está trincada. 8150436_1. frente 204. Material disponível na sala de Aprovisionamento
"
"A_MT_P_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar carcaça do filtro de ar completa, A tampa esta colada, com risco de entrar terra no motor.             8188461_1

"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema de cabine. tirantes do retrovisor L/D e L/E quebrados. Trocar tirantes L/D e L/E.            8158854_2
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de cabine. tirantes do retrovisor L/D e L/E quebrados. Trocar tirantes L/D e L/E.            8158854_2

"
"A_MT_P_1,00_2 - Inspeção realizada no motor, colocar mangueira do respiro do motor diesel, está faltando 8129785_1
"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema de cabine. tirantes do retrovisor L/D e L/E quebrados. Trocar tirantes L/D e L/E.            8158854_2

"
"E_SAFRA_24/25_MEC_2,00_2,00 - Inspeção realizada no sistema da cabine. Trocar o cilndro de vasculamento da cabine. Está 8184010_1. Frente 205. Origem da O.S alterada de [ C] para [ I].
"
"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema direção - Trocar terminal da barra de direção L/D e L/E, esta com folga 8150480_02 8150490_04 8177726_02
"
"B_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar capa das VCR traseira, pois não esta vedando corretamente e acumulando terra 8174993_01 8138683_01 8174979_01 8174994_01
"
"M_OT_P_MEC_2,00_1 - Inspeção realizada no sistema direção - Trocar terminal da barra de direção L/D e L/E, esta com folga 8150480_02 8150490_04 8177726_02
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema comando. Trocar reparo do comando, esta vazando.      8130009_3  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO   RETIRADO JEAN 
"
"A_OT_P_1,00_2 - Inspeção realizada na estrutura - trocar cilindro a gas do capo da grade dianteira, esta sem ação e a grade não para aberta 8130041_02
"
"B_OT_P_2,00_1 - Inspeção realizado no sistema elétrico. Trocar farol dianteiro L/D  e L/E,  está trincado a lente e baixa luminosidade.   8136258_1. 8139232_1. 
"
"M_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - trocar tampa do bocal de abastecimento de oleo da transmissao AL165074 8106871_01
"
"M_OT_P_MEC_2,00_2 - Inspeção realizada na estrutura - trocar coxim traseiro da cabine, esta estourado NECESSARIO RECOLHER O TRATOR RE62910 8128352_02 
"
"B_OT_P_MEC_8,00_2 - Inspeção realizada na estrutura - trocar coxim traseiro e dianteiro da cabine, esta com fadiga 8136546_04  8186583_04  NECESSARIO RECOLHER O TRATOR PARA ANALISAR OS PONTOS DA TAREFA COM SEGURANCA 
"
"A_MT_P_MEC_2,00_1 - Inspeção realizada no motor - trocar cano curva de escapamento flexivel, cano de escape esta vazando gases RE206289 8099176_01 8099177_01 8177781_01
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada na cabine - trocar apoia braço do assento do operador L/E, esta danificada 8116105_01 8166781_01 
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema elétrico. Trocar os faróis dianteiros L/E e L/D estão ruins  e ofuscados. 8139232_1, 8136229_1.Frente 209.
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 209         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_MT_P_MEC_1,00_1 - Inspeção realizada no escapamento - trocar abraçadeira e sanfonado do escapamento, esta trincado  RE53282  8177521_02 8177781_01  8099176_01
"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os tirantes do retrovisor L/E e L/D. Está quebrado 8158854_2. Frente 209.
"
"M_OT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Sensor de pressão da transmissão 
Numero: 3795283M1  8133944_01 
"
"M_OT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Sensor de restrição do filtro da transmissão 
Numero: 3798634M3  8125115_01
"
"A_OT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Chave de Seta e Farol 
Número: 3789725M92 8164999_01   Material disponível na sala de Aprovisionamento - material retirado por jonne
"
"A_OT_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminal da barra de direção L/E , está com folga 8175002_1; 8150490_2; 8177726_1
"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit incêndio. Trocar o manômetro do kit spuma.Está quebrado.6060801_1. 6012077_10               NECESSARIO LEVAR REBITADEIRA Frente 209. MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
"B_OT_P_MEC_2,00_1 - Inspeção realizada na estrutura - trocar grade do capô, esta danificada 8139223_01 8131734_01 8145011_01 8145001_01 
"
"M_OT_P_MEC_0,30_1 - Inspeção realizada no sistema hidraulico - trocar tampa da VCR número III e  IV, esta quebrada e não vedando o local do engate 8174994_01 8174979_01
"
"A_MT_P_2,00_2 - Inspeção realizada no sistema de arrefecimento, trocar reservátorio de fluído de arrefecimento, está corroido LE e está vazando.8133704_1; 8184307_1; 8139096_1; 8000298_2 REPOR FLUIDO DE ARREFECIMENTO 
 
"
"A_OT_P_2,00_2 - Inspeção realizada no implemento, trocar mangueiras do implemento acima do tanque hidráulico, estão com atrito ao tanque 8143440_15 LEVAR ESMIRILHADEIRA PARA CORTAR A MANGUEIRA NA MEDIDA NECESSARIA
"
"M_MT_P_MEC_0,30_1 - Inspeção realizada no motor diesel - trocar caneca do filtro de oleo de motor. esta quebrado aonde fixa a chave para retirar 8138834_1
"
"A_OT_P_2,00_1 - Inspeção realizada no hidraulico, trocar bucha do eixo oscilante superior do braço elevador da barra hidraulica  8128780_2; 8073788_2
"
"A_OT_P_1,00_1 - Inspeção realizada na cabine - trocar borracha de vedação da porta L/E, não esta vedando direito 8140498_01

MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO LUCAS TORRES
"
"M_OT_P_MEC_2,00_2 - Inspeção realizada no sistema da cabine. Trocar os amortecedores traseiro da cabine L/E e L/D. estão ruins. 8138302_2
"
"A_TR_P_1,00_1 - Inspeção realizada na transmissão, trocar visor de nivel, está ofuscado, ruim de ver o nivel 8101078_1
"
"B_OT_P_MEC_2,00_2 - Inspeção realizada no sistema de cabine, trocar kit coxin dianteiro da cabine, estão rachados. RECOLHER O EQUIPAMENTO OU LEVAR O SUPORTE COM COXIM PRENSADO 8134754_2 
"
"A_VZ_P_2,00_2 - Inspeção realizada no comando hidráulico, trocar reparo do comando, está vazando 8108702_4

"
"A_MT_P_MEC_1,00_1 - Inspeção realizado no sistema do motor.  Trocar mangueira do intercooler L/E.  está ressecada  8119302_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO   RETIRADO SHAMPOO 
"
"A_OT_P_2,00_1 - Inspeção realizada no hidraulico, trocar bucha do eixo oscilante superior do braço elevador da barra hidraulica  8128780_2; 8073788_2
"
"A_TR_P_1,00_1 - Inspeção realizada na transmissão, trocar visor de nivel, está ofuscado, ruim de ver o nivel 8101078_1

"
"A_OT_P_2,00_2 - Inspeção realizada no implemento, trocar mangueiras do implemento acima do tanque hidráulico, estão com atrito ao tanque 8143440_15 LEVAR ESMIRILHADEIRA PARA CORTAR A MANGUEIRA NA MEDIDA NECESSARIA
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema direção - trocar terminal de direção L/D e L/E , eixo de 3 metros esta com folga no terminal 8112653_01  8112601_01

"
"B_VZ_P_MEC_8,00_2 - Inspeção realizada no eixo traseiro - trocar bucha,retentor e rolamento da corneta do eixo traseiro  L/D, esta com principio de vazamento 8156266_01 8114057_01 8109242_01 NECESSARIO RECOLHER O FROTA E FERRAMENTA PARA PRENSAR 
"
"A_MT_P_1,00_1,00 - Inspeção realizada no sistema do motor. Trocar as mangueiras de alimentação de combustível. Estão ressecadas.8150822_1,8151542_1(P),8151541_1. (P5)Frente 261    GERADO RC DE 3 PARA JHONE SENDO 2 ITENS PARA ELE  E 1 PARA ESSA OS  MATERIAL  8150822    -   (MATERIAL NA SALA DE APROVISIONAMENTO)
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/D está rasgada.                        8176116_1

"
"A_SS_P_2,00_2,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D está com braçadeira plastica.       8158854_2
"
"A_SS_P_2,00_2,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D está com braçadeira plastica.       8158854_2.
"
"A_MT_P_1,00_01 - Inspeção realizada sistema de motor. Trocar junta da tampa de válvulas. (vazando). 01_8139613.   Material disponível na sala de Aprovisionamento  RETIRADO MARCIO 
"
"M_OT_P_ELE_2,00_1 - Inspeção realizado no sistema elétrico. Trocar farol dianteiro L/D  e L/E,  está trincado a lente e baixa luminosidade.   8136258_1. 8139232_1. 
"
"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema de direção - Trocar terminal curto da direção L/E , esta apresentando folga 8112602_01
"
"A_VZ_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/D está vazando pelo reparo. 3011351_1
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 209         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 209         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT

"
"A_MT_P_1,00_1 - Inspeção realizada no motor diesel, trocar braçadeira da mangueira de admissão, entrada do coletor de admissão (CASTELO), está com braçadeira irregular 8150837_1
"
"B_OT_P_0,30_1 - Inspeção realizada na estrutura - Instalar proteção infeiror do suporte dianteiro, esta sem a proteção é localizada na frente do diferencial dianteiro aonde sai o respiro do motor 8149625_01 8149612_04
"
"A_VZ_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - trocar cilindro hidraulico traseiro do levante L/E , esta vazando e trazer o antigo para reparar 3006548_01
"
"A_VZ_P_MEC_2,00_2 - Inspeção realizada no barra hidraulica, trocar retentor do eixo superior, está com vazamento com criticidade elevada. ( 8118398_4; 8140943_4 (P4)- 4107819_02  - 8140890_2   ** VERIFICAR O DESGASTE DO EIXO AO DESMONTAR*  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO
"
"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar os anel de vedação da mangueira do cilindro traseiro do levante L/D e L/E, anel vai nas mangueiras de entrada de oleo no cilindro as inferior do cilindro 8158415_04 ;  8158411_04  ; 8158410_02  
"
"B_OT_P_2,00_1,00 - Inspeção realizada no sistema da cabine, Trocar os isoladores """"coxim"""" dianterio L/E e L/D. está ruim. 8134754_2. NECESSARIO LEVAR OS COXIM NO SUPORTE . POIS ELES SO ENTRAM PRENSADO. 
"
"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema de direção, trocar cilindro de direção L/D., ESTÁ COM VAZAMENTO 3011351_1 
"
"A_TR_P_0,10_1 - Inspeção realizada no sistema transmissão - Instalar respiro da transmissao, esta sem e podendo entrar terra no sistema 8129979_01; 8152432_1; 
"
"A_SS_P_0,30_1 Inspeção realizada na parte eletrica, colocar tampa da bateria. 8127959_1
"
"A_SS_P_2,00_2 Inspeção realizada no eixo dianteiro, trocar cavilha inferior do munhão LE, está com inico de trinca 8040836_1; 8022285_1; 8123950_1
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema do eixo dianterio. Colocar o parafuso limitador do munhão L/E. está sem 8130263_1, 8138301_1. 
"
"A_SS_P_1,00_1 - Inspeção realizada na tomada de força, colocar protetor do eixo da tomama de força, o eixo está exposto e oferece riscos.8139853_(P5)1; 8138647_1(P5); 8161673_2(P5); 8162256_4; 8161854_4; (P5)
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar tensor lateral das barra hidraulica, esta danificadas as rotulas e tambem com solda 8136549_02 
"
"A_SS_P_2,00_2- Inspeção realizado no sistema elétrico. Farol dianteiro L/D e L/E está trincado. Trocar farol dianteiro L/D  e L/E.      8136258_1. (VB)  ( 8139232_1. P5 (NB) )
"
"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor -instalar mangueira do respiro do motor,mangueira fica abaixo do radiador de agua, esta curta 6007854_01
"
"B_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar capa das VCR traseira, pois não esta vedando corretamente e acumulando terra 8174993_01 8138683_01 8174979_01 8174994_01
"
"A_VZ_P_MEC_4,00_2 - Inspeção realizada no eixo dianteiro, trocar retentor da manga de eixo  L/D, está vazando** NECESSARIO CALÇAR E REMOVER A RODA DIANTEIRA  NECESSITA DE CAMINHÃO MUNCK PARA RETIRAR O PNEU OU RECOLHER O EQUIPAMENTO *8105717_1; 8035182_1; 8016430_1; 8118061_1; 8118059_1; 8118060_01  8072952_1  * LEVAR SOQUETE 90MM E TORQUIMETRO PARA APERTAR A PORCA DO CUBO APLICAR TORQUE 500-545N.M, **
"
"M_MT_P_MEC_4,00_2 - Inspeção realizada no motor diesel - trocar varicool 8135592_01, esta com vazamentos internos e pistao interno com problema  
"
"A_MT_P_0,30_1 - Inspeção realizada no sistema de alimentacao - Instalar mangueira e respiro do tanque diesel, esta quebrado e entrando terra no tanque 8141532_01(P5)  8150161_01
  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO RETIRADO JEAN 
"
"A_MT_P_MEC__2,00_1 - Inspeção realizada no sistema de admissão do motor diesel, trocar carcaça do purificador de ar, está quebrado onde vai a trava, necessario trocar a carcaça para não saturar o filtro precoce  8150436_1
"
"B_TR_P_MEC_6,00_2 - Inspeção realizada no eixo dianteiro - Trocar vedação e luvas do eixo de entrada, eixo de entrada da tração do diferencial dianteiro esta com vazamento devido falta de lubrificação 8150036_01  8144970_1; 8144881_1; 8144954_1; 8144882_2; 8144940_1; 8149579_1; 8149616_1; 8149617_1; 8149822_1; 8122265_1; 8132640_1; 8107553_1; 8150037_2; 8152595_1 eixo NECESSARIO RECOLHER O TRATOR POIS DEVE SER RETIRADO O DIFERENCIAL

"
"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel, trocar braçadeira da mangueira de admissão, entrada do coletor de admissão (CASTELO), está com braçadeira irregular 8150837_1

"
"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar mangueira de pressão do acionamento da ventoinha L/E do motor, manguera sai da vavula de acionamento do varicool L/E do motor, esta ressecada e vazando oleo  8157688_01
"
"M_OT_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico, trocar bucha do eixo hidraulico superior, está com folga.8073788_2; 8073784_2 ; 8100621_2 
"
"A_MT_P_MEC_2,00_2 - Inspeção realizada no sistema de escape - Trocar silencioso do escapamento 8140139_01  ( FOI SOLDADO ) 
"
"A_MT_P_MEC_1,00_1 - Inspeção realizada no sistema de admissão, trocar braçadeira da admissão do turbo compressor,está com braçadeira irregular 8151314_2  ( mangueira de entrada na turbina parte fria )
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)            8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_SS_P_1,00_1 - Inspeção realizada no sistema de direção - trocar terminal da barra de direção L/D, esta com folga 8159402_01
"
"A_OT_P_1,00_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1 MATERIAL NA SALA DE APROVISIONAMENTO
"
"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit spuma. Trocar o registro e o bico. está danificado. 8190661_1, 8190649_1.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 

"
"A_OT_P_4,00_2 - Inspeção realizada na suspeção, trocar as buchas dos molejos LD e LE do 2° eixo direcional NECESSARIO CALÇAR O EQUIPAMENTO EM CAMPO OU RECOLHER PARA OFICINA  8159376_6; 8174985_2
"
"A_FR_P_2,00_2 - Inspeção realizada no sistema de freio, trocar reservatório de freio, está com vazamento 8123385_1; 8133057_1; 8046319_1; 8046319_1; 8128699_4; 8052053_2;  9801505_1
"
"A_VZ_P_1,00_1 - Inspeção realizada no motor diesel, corrigir vazamento de lubrificante de carter no retorno do turbo compressor, está com vazamento de lubrificante de carter 8140551_1; 8140550_2; 8140502_1
"
"A_MT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Chave de partida e Interruptor de partida, partida com chave incorreta (  8094897_01 8114046_01  NECESSARIO ELETRICISTA
"
"B_MT_P_MEC_2,00_1 - Inspeção realizada no sistema de admissão do motor diesel, trocar carcaça do purificador de ar, está quebrado onde vai a trava, necessario trocar a carcaça para não saturar o filtro precoce  8150436_1 
"
"A_TR_P_1,00_1,00 - Inspeção realizado no sistema da transmissão. Falta respiro da transmissão.  Instalar respiro da transmissão.  8129979_1.    
"
"A_VZ_P_1,00_1,00 - Inspeção realizado no sistema hidraulico. Bomba da direção está vazando no niple superior. Trocar anel oring do niple superior da bomba da direção.   8001556_1.    8174320_1.
"
"A_OT_S_2,00_2 Inspeção realizada no eixo dianteiro, verificar lubrificação da manga de eixo LE, não está passando lubrificação. Necessario desmontar para verificar 
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 205         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 205         8142336_1              ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 205         8142336_1              ENTREGAR PARA RAFAEL ELETRECISTA. CCT
"
"A_OT_P_1,00_1,00 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção 1° eixo direcional; está com vazamento pelo reparo.   (frente 205)        8160039_1 

"
"B_OT_P_MEC_2,00_2 - Inspeção realizada na estrutura - trocar coxim traseiro da cabine, esta estourado NECESSARIO RECOLHER O TRATOR RE62910 8128352_02  
"
"A_VZ_P_MEC_2,00_1 - Inspeção realizada no sistema hidraulico - trocar kit reparo da 2º 3º 4º VCR, esta vazando oleo pois o corpo da valvula de regulagem esta danificado e precisa trocar pois é de aluminum 8108702_03 8122029_03 8001527_03 
"
"A_VZ_P_MEC_2,00_1 - Inspeção realizada no sistema hidraulico - trocar kit reparo da 2º 3º 4º VCR, esta vazando oleo pois o corpo da valvula de regulagem esta danificado e precisa trocar pois é de aluminum 8108702_03 8122029_03 8001527_03 
"
"M_OT_P_ELE_2,00_1 - Inspeção realizada no sistema eletrico - trocar Controladora elétrica do painel módulo.  Número :RE183708   SAP;8112522_01 NECESSARIO ELETRICISTA
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada na cabine - trocar borracha de vedação da porta L/E, não esta vedando direito 8140498_01 
"
"B_VZ_P_MEC_3,00_2,00 - Inspeção realizado no sistema da DIREÇÃO. Cilindro da direção está vazando. Trocar reparo do cilindro da direção.    8115254_1  NECESSARIO RECOLHER O TRATOR ( VERIFICAR JUNTO A GESTAO A TRATATIVA PARA TROCAR EM CAMPO OU RECOLHER O TRATOR ) 
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada nas rodas - instalar espaçador da roda traseira L/E, esta sem 8133840_02 8095816_02 8095815_02
"
"B_OT_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro - instalar proteção do sensor de angulo da roda no eixo dianteiro, esta sem 8188563_01   8139583_02 8150312_02
"
"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar capa de vedação das VCR traseira, a atual esta quebrada e acumulando terra nos engate 8174993_01 8138683_01 8174979_01 8174994_01
"
"A_OT_P_MEC_0,20_1 - Inspeção realizada no eixo traseiro - instalar anel trava do eixo traseiro L/D e L/E , esta sem item é utilizado para travar o deslizamento da cunha caso ocorra 8174772_02
"
"A_OT_P_2,00_2 - Inspeção realizada no cabine, trocar coxim dianteiro da cabine, está com fadiga 8121901_2; 8104124_2

"
"M_MT_P_MEC_2,00_1 - Inspeção realizada no motor - trocar anel orging das tubulação de entrada e saida na turbina, esta com vazamentos ( AO DEMOSTAR VERIFICAR FOLGA NO EIXO DA TURBINA ) esta com vazamento de oleo neste turbocompressor 8173849_03 8140518_01 8002755_01 8003166_01 8175959_01 8173880_01 8063071_01 
"
"A_OT_P_1,00_1,00 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção 1° eixo direcional; está com vazamento pelo reparo.        8160039_1 Material disponível na sala de Aprovisionamento!


"
"A_MT_P_2,00_2 - Inspeção realizada no motor, trocar junta de carter, está com vazamento 8104160_1  
MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO MARCIO 
"
"M_OT_P_1,00_1,00 - Inspeção realizada no sistema de cabine. Colocar manipulos no capô,(borboletas pra fechar o capô) estao faltando.     8175848_4 - Material diponível no Aprovisionamento! 
"
"A_OT_S_6,00_2 - Inspeção realizada no sistema hidraulico e pneumatico - revisar conjunto de valvulas eletropneumatica da entrada do tanque, fazer a limpeza e lubrificar  8142897_03 8176159_02  NECESSARIO DESMONTAR E MEDIR O TUBO INTERNAMENTE PARA IDENTIFICAR CORRETAMENTE SE O TUBO É DE 5 OU 6 POLEGADAS PARA PEDIR NA MEDIDA CORRETA
"
"A_OT_P_4,00_2 - Inspeção realizada nas torre - trocar roldanas das torres 8142513_06
"
"A_OT_P_2,00_2 - Inspeção realizada no eixo dianteiro,Trocar calço de baixo do molejo, trocar grampos do molejo LE dianteiro, está com grampo irregular 8157995_1; 8150333_1; 8142205_4 : 01_8139449
"
"A_OT_P_1,00_2 - Inspeção realizada na suspenção, trocar kit amortecedor dianteiro  da suspenção, está vazando 8150757_2; 
"
"A_SS_S_2,00_2 - Inspeção realizada no implemento, soldar trincas das vigas inferiores de sustentação do implemento, está com trincas no 1° e 4° vigamento do tanque.
"
"A_VZ_P_8,00_2 - Inspeção realizada no motor diesel, trocar junta de carter,  e retentor traseiro do virabrequim, está com vazamento critico.  VB ; 8053706_1 ND(P5)  ; 8095895_1 MATERIAL DISPONIVEL NA SALA DE APROVISIONAMENTO 
"
"E_SAFRA_24/25_MEC_1,00_1,00 - inspeção realizada no sistema no compartimento do motor e bombas. Trocar as travas das portas L/E e L/D. estão tortas 8184713_4.  Origem da O.S alterada de [ C] para [ I].
"
"M_OT_P_ELE_2,00_1 - Inspeção realizado no sistema elétrico. Trocar farol dianteiro L/D  e L/E,  está trincado a lente e baixa luminosidade.   8136258_1. 8139232_1  
"
"A_SS_P_2,00_2 - Inspeção realizada no eixo dianteiro. Trocar cavilha do munhão superior e inferior L/D, esta com folga no articulador  8103587_06 8123950_01 8011267_02 8022285_02  8040836_02  8145141_01 NECESSARIO CAMINHAO MUNCK OU RECOLHER APOS DESMONTAR VERIFICAR A CONDICAO DO ALOJAMENTO DO RENTETOR DO PINO NA CARCAÇA DO DIFERENCIAL REPORTAR A GESTAO SE HOUVER NECESSIDADE DE EMBUCHAR  ( PINO COM CONDUTOR DE LUBRIFICAÇÃO )
"
"M_OT_P_MEC_0,30_1 - Inspeção realizada na cabine - trocar manete da velocidade, esta com o botão ruim 8103703_01
"
"M_OT_P_MEC_1,00_1 - Inspeção realizada na cabine - trocar borracha de vedação da porta L/E, não esta vedando direito 8140498_01 
"
"A_MT_P_MEC_0,10_1 - Inspeção realizada no motor - trocar junta de vedação da tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8115802_01 
"
"A_VZ_P_1,00_1 - Inspeção realizada no sistema hidraulico - trocar os anel de vedação da mangueira do cilindro traseiro do levante L/D , anel vai nas mangueiras de entrada de oleo no cilindro as inferior do cilindro 8158415_04 ;  8158411_04  ; 8158410_02  
"
